X,Y,OBJECTID,ID,NAME,TYPE,MODE_TYPE,CITY,STATE,FIPS,ZIP,ZIP2,PARCEL,LATITUDE,LONGITUDE,GEOSOURCE,CREATEDATE,CREATOR,MODDATE,ASSOC
-90.013950000079163,35.118979999812908,1047,1944,UP-MEMPHIS-TN-1021 MELRO,RAIL,RAIL & TRUCK,MEMPHIS,TN,47,38114, ,0,35.11898,-90.01395,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,, 
-86.756299999923826,36.101400000191781,1048,1945,CSX INTERMODAL-NASHVILLE-TN,RAIL,RAIL & TRUCK,NASHVILLE,TN,47,37204, ,0,36.1014,-86.7563,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,, 
-96.66101000032765,32.780770000335956,1049,1946,UP-MESQUITE-TX,RAIL,RAIL & TRUCK,MESQUITE,TX,48,75149, ,0,32.78077,-96.66101,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,, 
-98.66025999971275,48.142060000232789,1050,1947,LAKE REGION GRAIN COOPERATIVE-ROHRVILLE-ND,RAIL,RAIL & TRUCK,ROHRVILLE,ND,38,58301, ,0,48.14206,-98.66026,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,NPR
-99.615529999981433,48.857590000278037,1051,1948,ROLLA COOPERATIVE GRAIN CO.-ROLLA-ND,RAIL,RAIL & TRUCK,ROLLA,ND,38,58367, ,0,48.85759,-99.61553,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,BNSF
-99.99297999998214,48.369289999980772,1052,1949,RUGBY FARMERS UNION ELEVATOR CO.-RUGBY-ND,RAIL,RAIL & TRUCK,RUGBY,ND,38,58368, ,0,48.36929,-99.99298,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,BNSF
-87.555010000000209,41.666829999750384,1053,195,ARROW TERMINAL COMPANY-CHICAGO-IL,RAIL,RAIL & TRUCK,CHICAGO,IL,17,60633, ,0,41.66683,-87.55501,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,IHB
-98.412780000445039,46.93595999982908,1054,1952,"H AND K STORAGE, INC.-SPIRITWOOD-ND",RAIL,RAIL & TRUCK,SPIRITWOOD,ND,38,58481, ,0,46.93596,-98.41278,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,BNSF
-97.490589999678321,46.58763000016959,1055,1953,SHELDON FARMERS ELEVATOR-SHELDON-ND,RAIL,RAIL & TRUCK,SHELDON,ND,38,58068, ,0,46.58763,-97.49059,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,"BNSF, RRVW"
-94.788799999951038,31.194870000209562,1056,1955,TEXAS SOUTH-EASTERN RAILROAD-DIBOLL-TX,RAIL,RAIL & TRUCK,DIBOLL,TX,48,75941, ,0,31.19487,-94.7888,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,, 
-97.70997999981185,26.211370000011243,1057,1956,UP-HARLINGEN-TX,RAIL,RAIL & TRUCK,HARLINGEN,TX,48,78551, ,0,26.21137,-97.70998,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,, 
-90.647999999742524,42.52893000012326,1058,1957,CONTINENTAL GRAIN CO.-DUBUQUE-IA,RAIL,RAIL & TRUCK,DUBUQUE,IA,19,52201, ,0,42.52893,-90.648,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,"CC; CCP"
-95.014639999944279,29.673370000276051,1059,1959,UP-LAPORTE-TX,RAIL,RAIL & TRUCK,STRANE,TX,48,77571, ,0,29.67337,-95.01464,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,, 
-117.177580000107085,32.735249999957496,1060,196,SAN DIEGO UNIFIED PORT DISTRICT,PORT,PORT & TRUCK,DAN DIEGO,CA,06,92101,1128,0,32.73525,-117.17758,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,, 
-94.364300000326025,32.549590000228342,1061,1960,UP-MARSHALL-TX,RAIL,RAIL & TRUCK,MARSHALL,TX,48,75670, ,0,32.54959,-94.3643,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,, 
-98.556060000077991,29.372750000102197,1062,1962,UP-SAN ANTONIO-TX-1711 QUANT,RAIL,RAIL & TRUCK,SAN ANTONIO,TX,48,78211, ,0,29.37275,-98.55606,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,, 
-98.461090000443036,29.433780000106903,1063,1963,UP-SAN ANTONIO-TX-1205 SHERM,RAIL,RAIL & TRUCK,SAN ANTONIO,TX,48,78202, ,0,29.43378,-98.46109,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,, 
-111.91028999975228,40.722449999660654,1064,1965,UP-SALT LAKE CITY-UT-650 DAVIS,RAIL,RAIL & TRUCK,SALT LAKE CITY,UT,49,84119, ,0,40.72245,-111.91029,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,, 
-111.905510000345103,40.784199999785692,1065,1966,UP-SALT LAKE CITY-UT-701 N. 500,RAIL,RAIL & TRUCK,SALT LAKE CITY,UT,49,84116, ,0,40.7842,-111.90551,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,, 
-76.32311000036826,36.854540000149584,1066,1968,CSX INTERMODAL-PORTSMOUTH-VA,RAIL,RAIL & TRUCK,PORTSMOUTH,VA,51,23707, ,0,36.85454,-76.32311,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,, 
-122.329449999809384,47.555660000140364,1067,1969,UP-SEATTLE-WA-402 S. DAW,RAIL,RAIL & TRUCK,SEATTLE,WA,53,98108, ,0,47.55566,-122.32945,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,, 
-81.535710000287239,41.57239000011198,1068,197,NS THOROUGHBRED BULK TRANSFER TERMINAL-EUCLID-OH,RAIL,RAIL & TRUCK,EUCLID,OH,39,44117, ,0,41.57239,-81.53571,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,NS
-122.399460000254621,47.264070000022727,1069,1970,BNSF-TACOMA BLAIR-WA,RAIL,TRUCK - PORT - RAIL,TACOMA,WA,53,98421, ,0,47.26407,-122.39946,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,, 
-122.405150000231131,47.255840000030211,1070,1971,CSX INTERMODAL-TACOMA-WA,RAIL,TRUCK - PORT - RAIL,TACOMA,WA,53,98421, ,0,47.25584,-122.40515,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,, 
-117.266459999732461,48.300269999913425,1071,1972,PEND OREILLE VALLEY RAILROAD-USK-WA,RAIL,RAIL & TRUCK,USK,WA,53,99180, ,0,48.30027,-117.26646,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,, 
-87.901050000053189,43.017990000111652,1072,1973,CP-MILWAUKEE TERMINAL,RAIL,RAIL & TRUCK,MILWAUKEE,WI,55,53207, ,0,43.01799,-87.90105,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,, 
-109.967390000311497,41.593699999735421,1073,1974,UP-GREEN RIVER-WY,RAIL,RAIL & TRUCK,GREEN RIVER,WY,56,82935, ,0,41.5937,-109.96739,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,, 
-93.99279999969454,42.471319999967832,1074,1976,NEW COOPERATIVE INC.-DUNCOMBE-IA,RAIL,RAIL & TRUCK,DUNCOMBE,IA,19,50532, ,0,42.47132,-93.9928,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,IC
-95.406999999875566,41.016829999796734,1075,1977,EMERSONS FARM SUPPLY CO.-EMERSON-IA,RAIL,RAIL & TRUCK,EMERSON,IA,19,51533, ,0,41.01683,-95.407,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,BNSF
-95.327239999746851,43.163849999906475,1076,1978,EVERLY COOPERATIVE CO.-EVERLY-IA,RAIL,RAIL & TRUCK,EVERLY,IA,19,51338, ,0,43.16385,-95.32724,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,IMRL
-94.404150000253168,42.274240000157626,1077,1979,FARMERS COOPERATIVE CO.-FARNHAMVILLE-IA,RAIL,RAIL & TRUCK,FARNHAMVILLE,IA,19,50538, ,0,42.27424,-94.40415,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,, 
-81.674930000213237,41.477240000051452,1078,198,TRANSFLO-CLEVELAND-OH,RAIL,RAIL & TRUCK,CLEVELAND,OH,39,44113, ,0,41.47724,-81.67493,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,CSXT
-101.137289999895444,47.456230000254166,1079,1980,BENSON QUINN CO.-UNDERWOOD-ND,RAIL,RAIL & TRUCK,UNDERWOOD,ND,38,58576, ,0,47.45623,-101.13729,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,"CPR, DMVW"
-94.161620000271981,42.505300000271191,1080,1981,NEW COOPERATIVE INC.-FORT DODGE-IA,RAIL,RAIL & TRUCK,FORT DODGE,IA,19,50501, ,0,42.5053,-94.16162,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,"IC, UP"
-95.472820000019183,43.179400000022774,1081,1982,FARMERS COOPERATIVE-HARTLEY-IA,RAIL,RAIL & TRUCK,HARTLEY,IA,19,51346, ,0,43.1794,-95.47282,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,IMRL
-91.392919999906695,40.40180000018853,1082,1983,"ROQUETTE AMERICA, INC.-KEOKUK-IA",RAIL,RAIL & TRUCK,KEOKUK,IA,19,52632, ,0,40.4018,-91.39292,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,"BNSF, KJRY"
-93.203989999987783,43.28689000016201,1083,1984,FARMERS COOPERATIVE CO.-MANLY-IA,RAIL,RAIL & TRUCK,MANLY,IA,19,50456, ,0,43.28689,-93.20399,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,"UP; IANR"
-95.808979999794005,42.826679999875672,1084,1985,FARMER COOPERATIVE ELEVATOR-MARCUS-IA,RAIL,RAIL & TRUCK,MARCUS,IA,19,51035, ,0,42.82668,-95.80898,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,CC
-93.19218999991017,43.154489999893421,1085,1986,MIDWEST SOYA-MASON CITY-IA,RAIL,RAIL & TRUCK,MASON CITY,IA,19,50401, ,0,43.15449,-93.19219,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,SOO
-93.225490000418446,43.133690000299374,1086,1987,SOYBEAN PROCESSING-MASON CITY-IA,RAIL,RAIL & TRUCK,MASON CITY,IA,19,50401, ,0,43.13369,-93.22549,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,UP
-81.575499999939936,41.562950000051359,1087,199,TRANSFLO-CLEVELAND-OHIO,RAIL,RAIL & TRUCK,CLEVELAND,OH,39,44110, ,0,41.56295,-81.5755,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,CSXT
-93.017070000159151,43.141300000027343,1088,1990,CARTERVILLE ELEVATOR-NORA SPRINGS-IA,RAIL,RAIL & TRUCK,NORA SPRINGS,IA,19,50458, ,0,43.1413,-93.01707,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,"IANR, IMRL"
-95.973660000298523,42.817300000141522,1089,1991,FARMERS COOPERATIVE CO.-REMSEN-IA,RAIL,RAIL & TRUCK,REMSEN,IA,19,51050, ,0,42.8173,-95.97366,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,CCP
-96.178409999939888,43.079599999683261,1090,1992,FARMERS COOPERATIVE SOCIETY-SIOUX CENTER-IA,RAIL,RAIL & TRUCK,REMSEN,IA,19,51250, ,0,43.0796,-96.17841,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,BNSF
-94.207039999626701,42.496880000017335,1091,1994,LAND O' LAKES-SOUTH FORT DODGE-IA,RAIL,RAIL & TRUCK,SOUTH FORTH DODGE,IA,19,50501, ,0,42.49688,-94.20704,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,"IC, UP"
-92.920129999597691,43.376709999740875,1092,1995,ST. ANSGAR MILLS.-ST.ANSGAR-IA,RAIL,RAIL & TRUCK,ST.ANSGAR,IA,19,50472, ,0,43.37671,-92.92013,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,"CRR, IC, SOO"
-96.135729999643971,42.968729999930041,1093,1997,HUNTING ELEVATOR-TOETERVILLE-IA,RAIL,RAIL & TRUCK, ,IA,19, , ,0,42.96873,-96.13573,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,CVAR
-93.910080000398992,43.233590000314265,1094,1998,NORTH CENTRAL COOPERATIVE-WODEN-IA,RAIL,RAIL & TRUCK,WODEN,IA,19,50484, ,0,43.23359,-93.91008,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,IMRL
-97.211709999610306,38.917299999943431,1095,1999,ADM MILLING CO.-ABILENE-KS,RAIL,RAIL & TRUCK,ABILENE,KS,20,67410, ,0,38.9173,-97.21171,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,UP
-112.181440000393721,43.304429999807212,1096,2,FIRTH MILLS-FIRTH-ID,RAIL,RAIL & TRUCK,FIRTH,ID,16,83236,1140,0,43.30443,-112.18144,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,UP
-74.953310000266086,40.001240000275168,1097,20,"SHEA BROTHERS LUMBER HANDLING, INC.",RAIL,RAIL & TRUCK,DELANCO,NJ,34,08075, ,0,40.00124,-74.95331,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,, 
-90.12721999988014,38.634780000162557,1098,200,EAST ST. LOUIS TERMINAL AND STORAGE CO.-EAST ST. L,RAIL,RAIL & TRUCK,EAST ST. LOUIS,IL,17,62204, ,0,38.63478,-90.12722,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,"TRRA, BNSF, NS, UP, GWRR"
-85.695409999813108,40.099770000173628,1099,2000,"ELSTON-RICHARDS, INC.-ANDERSON-IN",RAIL,RAIL & TRUCK,ANDERSON,IN,18,46016, ,0,40.09977,-85.69541,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,, 
-97.232850000190894,38.924709999874729,1100,2001,CENTRAL SOYA CO.INC.-ABILENE-KS,RAIL,RAIL & TRUCK,ABILENE,KS,20,67410, ,0,38.92471,-97.23285,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,"UP, BNSF"
-98.029980000226445,37.145899999815114,1101,2002,"GARVEY ELEVATORS, INC.-ANTHONY-KS",RAIL,RAIL & TRUCK,ANTHONY,KS,20,67003, ,0,37.1459,-98.02998,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,,"BNSF, UP"
-84.398960000162916,33.642579999699315,1102,2003,AMWARE DISTRIBUTION WAREHOUSES-ATLANTA-GA,RAIL,TRUCK - PORT - RAIL,ATLANTA,GA,13,30050, ,0,33.64258,-84.39896,GDT 2000 STREETS,2003-04-09T00:00:00.000Z,INDUS,, 
