cbsa_fips,name,gmp,pop,a1,a2,b1,b2,quadrant,label
30340,"Lewiston-Auburn, ME",0.020603015,0.037661499,0,0,0,4,4,0
31080,"Los Angeles-Long Beach-Anaheim, CA",0.160139045,0.037459483,0,0,0,4,4,0
28700,"Kingsport-Bristol-Bristol, TN-VA",0.07882109,0.037053912,0,0,0,4,4,0
24020,"Glens Falls, NY",0.165755983,0.036816921,0,0,0,4,4,0
33340,"Milwaukee-Waukesha-West Allis, WI",0.107720901,0.036759841,0,0,0,4,4,0
14460,"Boston-Cambridge-Newton, MA-NH",0.132806126,0.036676243,0,0,0,4,4,0
47020,"Victoria, TX",0.194649956,0.032818406,0,0,0,4,4,0
35620,"New York-Newark-Jersey City, NY-NJ-PA",0.095428637,0.031332584,0,0,0,4,4,0
10180,"Abilene, TX",0.129443059,0.031245905,0,0,0,4,4,0
29340,"Lake Charles, LA",0.01358803,0.031198339,0,0,0,4,4,0
33660,"Mobile, AL",0.122095584,0.030226827,0,0,0,4,4,0
22520,"Florence-Muscle Shoals, AL",0.096018643,0.029289962,0,0,0,4,4,0
25060,"Gulfport-Biloxi-Pascagoula, MS",0.088791807,0.0288075,0,0,0,4,4,0
37900,"Peoria, IL",0.353694959,0.027412137,0,0,0,4,4,0
28740,"Kingston, NY",0.105421329,0.02668932,0,0,0,4,4,0
47940,"Waterloo-Cedar Falls, IA",0.197833193,0.025124308,0,0,0,4,4,0
45060,"Syracuse, NY",0.085840464,0.019107781,0,0,0,4,4,0
44140,"Springfield, MA",0.026908511,0.019011373,0,0,0,4,4,0
33740,"Monroe, LA",0.071448318,0.01664064,0,0,0,4,4,0
40380,"Rochester, NY",0.040894672,0.01620685,0,0,0,4,4,0
20260,"Duluth, MN-WI",0.180307235,0.014284019,0,0,0,4,4,0
19060,"Cumberland, MD-WV",0.024479491,0.01265587,0,0,0,4,4,0
24500,"Great Falls, MT",0.160280194,0.012071133,0,0,0,4,4,0
10420,"Akron, OH",0.049415762,0.011856798,0,0,0,4,4,0
27100,"Jackson, MI",0.000859819,0.011526177,0,0,0,4,4,0
39300,"Providence-Warwick, RI-MA",0.080607144,0.011279238,0,0,0,4,4,0
14500,"Boulder, CO",0.107384847,0.0112569,0,0,0,4,4,0
26580,"Huntington-Ashland, WV-KY-OH",0.129575428,0.010298888,0,0,0,4,4,0
24220,"Grand Forks, ND-MN",0.165724064,0.010084327,0,0,0,4,4,0
19340,"Davenport-Moline-Rock Island, IA-IL",0.170961905,0.009762805,0,0,0,4,4,0
13140,"Beaumont-Port Arthur, TX",0.162833511,0.009491288,0,0,0,4,4,0
23460,"Gadsden, AL",0.024140185,0.00938536,0,0,0,4,4,0
33220,"Midland, MI",0.017269755,0.009110216,0,0,0,4,4,0
45460,"Terre Haute, IN",0.100508826,0.008396038,0,0,0,4,4,0
43780,"South Bend-Mishawaka, IN-MI",0.073375143,0.008087462,0,0,0,4,4,0
42540,"Scranton--Wilkes-Barre--Hazleton, PA",0.013377926,0.005361873,0,0,0,4,4,0
43580,"Sioux City, IA-NE-SD",0.112266454,0.003662978,0,0,0,4,4,0
